company,month,product_family,product_line,warehouse,on_hand_qty,inventory_value_idr,avg_map_cost,item_count,negative_inventory_lines,zero_inventory_lines,negative_value_lines,is_high_value_inventory,is_slow_moving_indicator
Matapel Chemicals Sample,2025-08-01,Solvents,Solvents,Surabaya WH,25378.27,1887274269.5994,61063.85,3,1,0,1,True,False
Matapel Chemicals Sample,2025-09-01,Specialty Chemicals,Additives,Bandung WH,3595.46,300050449.2414,83452.59,1,0,0,0,False,False
Matapel Chemicals Sample,2025-09-01,Specialty Chemicals,Additives,Jakarta WH,5214.08,348924982.2208,66919.76,1,0,0,0,False,False
Matapel Chemicals Sample,2025-09-01,Specialty Chemicals,Additives,Surabaya WH,9087.970000000001,416780623.3444,41746.07,2,0,0,0,False,False
Matapel Chemicals Sample,2025-09-01,Binders,Industrial Resins,Bandung WH,7449.110000000001,280278720.5169,38203.11,2,0,0,0,False,False
Matapel Chemicals Sample,2025-09-01,Binders,Industrial Resins,Jakarta WH,-50.0,-4300560.0,86011.2,1,1,0,1,False,False
Matapel Chemicals Sample,2025-09-01,Binders,Industrial Resins,Surabaya WH,8035.07,411279236.18639994,51185.52,1,0,0,0,False,False
Matapel Chemicals Sample,2025-09-01,Colorants,Inorganic Pigments,Bandung WH,19190.0,782735266.0186,50144.57,2,0,0,0,True,False
Matapel Chemicals Sample,2025-09-01,Colorants,Inorganic Pigments,Jakarta WH,5111.46,410614418.0952,80332.12,1,0,0,0,False,False
Matapel Chemicals Sample,2025-09-01,Colorants,Inorganic Pigments,Surabaya WH,839.59,76059927.38250001,90591.75,1,0,0,0,False,False
Matapel Chemicals Sample,2025-09-01,Colorants,Organic Pigments,Jakarta WH,7712.02,615912148.3184,79863.92,1,0,0,0,False,False
Matapel Chemicals Sample,2025-09-01,Colorants,Organic Pigments,Surabaya WH,8028.91,450262998.05139995,68477.69,3,0,0,0,False,False
Matapel Chemicals Sample,2025-09-01,Solvents,Solvents,Jakarta WH,-50.0,-1740570.0,34811.4,1,1,0,1,False,False
Matapel Chemicals Sample,2025-09-01,Solvents,Solvents,Surabaya WH,28221.05,2030647234.7329,67337.93666666666,3,0,0,0,True,False
Matapel Chemicals Sample,2025-10-01,Specialty Chemicals,Additives,Bandung WH,17163.38,1056137449.1026001,59345.365000000005,4,0,0,0,True,False
Matapel Chemicals Sample,2025-10-01,Binders,Industrial Resins,Jakarta WH,8629.13,468096808.7025,70668.36,2,1,0,1,False,False
Matapel Chemicals Sample,2025-10-01,Binders,Industrial Resins,Surabaya WH,4509.55,177748850.0726,37928.88,2,0,0,0,False,False
Matapel Chemicals Sample,2025-10-01,Colorants,Inorganic Pigments,Bandung WH,11943.349999999999,927186232.2774999,82651.94,3,0,0,0,True,False
Matapel Chemicals Sample,2025-10-01,Colorants,Inorganic Pigments,Jakarta WH,12664.14,325554260.8692,25706.78,1,0,0,0,False,False
Matapel Chemicals Sample,2025-10-01,Colorants,Organic Pigments,Bandung WH,2275.44,181154151.37800002,79112.64,2,0,0,0,False,False
Matapel Chemicals Sample,2025-10-01,Colorants,Organic Pigments,Jakarta WH,15690.32,1021046366.8771,64812.375,2,0,0,0,True,False
Matapel Chemicals Sample,2025-10-01,Solvents,Solvents,Bandung WH,382.11,13341435.6087,34915.17,1,0,0,0,False,False
Matapel Chemicals Sample,2025-10-01,Solvents,Solvents,Jakarta WH,24435.239999999998,1813096288.6495,73583.48499999999,2,0,0,0,True,False
Matapel Chemicals Sample,2025-10-01,Solvents,Solvents,Surabaya WH,3103.89,156950960.3121,50565.89,1,0,0,0,False,False
Matapel Chemicals Sample,2025-11-01,Specialty Chemicals,Additives,Bandung WH,12876.59,808730131.0678,56914.72666666666,3,0,0,0,True,False
Matapel Chemicals Sample,2025-11-01,Specialty Chemicals,Additives,Surabaya WH,5488.78,336894729.864,61378.8,1,0,0,0,False,False
Matapel Chemicals Sample,2025-11-01,Binders,Industrial Resins,Bandung WH,10837.43,535909137.10589993,40450.625,2,0,0,0,False,False
Matapel Chemicals Sample,2025-11-01,Binders,Industrial Resins,Jakarta WH,2736.67,133918535.9495,48934.85,1,0,0,0,False,False
Matapel Chemicals Sample,2025-11-01,Binders,Industrial Resins,Surabaya WH,354.99,32512185.138,91586.2,1,0,0,0,False,False
Matapel Chemicals Sample,2025-11-01,Colorants,Inorganic Pigments,Bandung WH,215.05,19732117.0475,91755.95,1,0,0,0,False,False
Matapel Chemicals Sample,2025-11-01,Colorants,Inorganic Pigments,Jakarta WH,5583.65,420822949.54999995,75367.0,1,0,0,0,False,False
Matapel Chemicals Sample,2025-11-01,Colorants,Inorganic Pigments,Surabaya WH,18697.76,835036387.5097,54346.345,2,0,0,0,True,False
Matapel Chemicals Sample,2025-11-01,Colorants,Organic Pigments,Bandung WH,8752.56,464993843.66690004,66865.265,2,0,0,0,False,False
Matapel Chemicals Sample,2025-11-01,Colorants,Organic Pigments,Surabaya WH,11744.13,900029667.2583001,75318.22,2,0,0,0,True,False
Matapel Chemicals Sample,2025-11-01,Solvents,Solvents,Bandung WH,12930.74,1075900540.7038,83204.87,1,0,0,0,True,False
Matapel Chemicals Sample,2025-11-01,Solvents,Solvents,Jakarta WH,11511.960000000001,739834105.9784,51364.85,2,0,0,0,True,False
Matapel Chemicals Sample,2025-11-01,Solvents,Solvents,Surabaya WH,4032.22,219412807.75579998,54414.89,1,0,0,0,False,False
Matapel Chemicals Sample,2025-12-01,Specialty Chemicals,Additives,Bandung WH,7353.51,464865353.25900006,51166.03,2,0,0,0,False,False
Matapel Chemicals Sample,2025-12-01,Specialty Chemicals,Additives,Jakarta WH,10765.529999999999,705318616.4600999,65383.235,2,0,0,0,True,False
Matapel Chemicals Sample,2025-12-01,Binders,Industrial Resins,Bandung WH,2267.51,103487999.96990001,45639.49,1,0,0,0,False,False
Matapel Chemicals Sample,2025-12-01,Binders,Industrial Resins,Jakarta WH,10243.12,525808911.39,41376.880000000005,2,0,0,0,False,False
Matapel Chemicals Sample,2025-12-01,Binders,Industrial Resins,Surabaya WH,-41.92,-3687463.0368,87964.29,1,1,0,1,False,False
Matapel Chemicals Sample,2025-12-01,Colorants,Inorganic Pigments,Bandung WH,12627.67,306618263.9982,24281.46,1,0,0,0,False,False
Matapel Chemicals Sample,2025-12-01,Colorants,Inorganic Pigments,Jakarta WH,-50.0,-4607649.5,92152.99,1,1,0,1,False,False
Matapel Chemicals Sample,2025-12-01,Colorants,Inorganic Pigments,Surabaya WH,12623.54,990586234.6214,78388.01000000001,2,0,0,0,True,False
Matapel Chemicals Sample,2025-12-01,Colorants,Organic Pigments,Bandung WH,-50.0,-4446250.0,88925.0,1,1,0,1,False,False
Matapel Chemicals Sample,2025-12-01,Colorants,Organic Pigments,Jakarta WH,9771.87,790847406.4074001,80931.02,1,0,0,0,True,False
Matapel Chemicals Sample,2025-12-01,Colorants,Organic Pigments,Surabaya WH,8731.78,461436520.2272,60194.854999999996,2,0,0,0,False,False
Matapel Chemicals Sample,2025-12-01,Solvents,Solvents,Jakarta WH,17140.55,1233361266.6507,57252.01333333333,3,0,0,0,True,False
Matapel Chemicals Sample,2025-12-01,Solvents,Solvents,Surabaya WH,10852.26,745651839.1536,68709.36,1,0,0,0,True,False
Matapel Tradindo Sample,2023-01-01,Specialty Chemicals,Additives,Bandung WH,3682.01,107310487.72540002,29144.54,1,0,0,0,False,False
Matapel Tradindo Sample,2023-01-01,Specialty Chemicals,Additives,Surabaya WH,8899.92,369333510.88850003,53590.40333333333,3,0,0,0,False,False
Matapel Tradindo Sample,2023-01-01,Binders,Industrial Resins,Bandung WH,5933.969999999999,296870089.4443,58316.27333333334,3,1,0,1,False,False
Matapel Tradindo Sample,2023-01-01,Binders,Industrial Resins,Surabaya WH,2924.9,265014074.38,90606.2,1,0,0,0,False,False
Matapel Tradindo Sample,2023-01-01,Colorants,Inorganic Pigments,Bandung WH,1654.36,34233588.762,20692.95,1,0,0,0,False,False
Matapel Tradindo Sample,2023-01-01,Colorants,Inorganic Pigments,Surabaya WH,11782.61,777615551.7643,57069.89666666667,3,0,0,0,True,False
Matapel Tradindo Sample,2023-01-01,Colorants,Organic Pigments,Bandung WH,9802.26,676677047.1854,69693.75,2,0,0,0,False,False
Matapel Tradindo Sample,2023-01-01,Colorants,Organic Pigments,Jakarta WH,2877.0600000000004,233426209.64570004,81823.895,2,0,0,0,False,False
Matapel Tradindo Sample,2023-01-01,Solvents,Solvents,Bandung WH,4496.02,227537247.9178,50817.46000000001,2,0,0,0,False,False
Matapel Tradindo Sample,2023-01-01,Solvents,Solvents,Jakarta WH,2195.33,99326849.6713,45244.61,1,0,0,0,False,False
Matapel Tradindo Sample,2023-01-01,Solvents,Solvents,Surabaya WH,1782.67,55861836.2535,31336.05,1,0,0,0,False,False
Matapel Tradindo Sample,2023-02-01,Specialty Chemicals,Additives,Bandung WH,10161.86,331459773.8336,31601.034999999996,2,0,0,0,False,False
Matapel Tradindo Sample,2023-02-01,Specialty Chemicals,Additives,Surabaya WH,2072.08,127802114.7274,60582.73,2,0,0,0,False,False
Matapel Tradindo Sample,2023-02-01,Binders,Industrial Resins,Bandung WH,3501.45,109737718.9425,31340.65,1,0,0,0,False,False
Matapel Tradindo Sample,2023-02-01,Binders,Industrial Resins,Jakarta WH,3045.22,206513970.34479997,73258.89,2,1,0,1,False,False
Matapel Tradindo Sample,2023-02-01,Binders,Industrial Resins,Surabaya WH,3220.44,289197991.7388,89800.77,1,0,0,0,False,False
Matapel Tradindo Sample,2023-02-01,Colorants,Inorganic Pigments,Bandung WH,12746.86,810290634.1026001,55735.02,3,0,0,0,True,False
Matapel Tradindo Sample,2023-02-01,Colorants,Inorganic Pigments,Surabaya WH,2755.59,58495802.2995,21228.05,1,0,0,0,False,False
Matapel Tradindo Sample,2023-02-01,Colorants,Organic Pigments,Bandung WH,1874.09,170970063.4879,91228.31,1,0,0,0,False,False
Matapel Tradindo Sample,2023-02-01,Colorants,Organic Pigments,Jakarta WH,4961.54,226526203.7022,45656.43,1,0,0,0,False,False
Matapel Tradindo Sample,2023-02-01,Colorants,Organic Pigments,Surabaya WH,7434.92,675450119.3856,86803.32,2,0,0,0,False,False
Matapel Tradindo Sample,2023-02-01,Solvents,Solvents,Bandung WH,2603.24,86955973.6552,33402.98,1,0,0,0,False,False
Matapel Tradindo Sample,2023-02-01,Solvents,Solvents,Surabaya WH,8721.73,411814168.8407,47759.30333333334,3,0,0,0,False,False
Matapel Tradindo Sample,2023-03-01,Specialty Chemicals,Additives,Bandung WH,1346.36,71731516.1796,53278.11,1,0,0,0,False,False
Matapel Tradindo Sample,2023-03-01,Specialty Chemicals,Additives,Jakarta WH,9577.14,301761083.08669996,44189.76666666666,3,1,0,1,False,False
Matapel Tradindo Sample,2023-03-01,Binders,Industrial Resins,Bandung WH,3558.96,328596107.58,92329.25,1,0,0,0,False,False
Matapel Tradindo Sample,2023-03-01,Binders,Industrial Resins,Jakarta WH,5956.53,313136277.0522,61201.130000000005,3,0,0,0,False,False
Matapel Tradindo Sample,2023-03-01,Colorants,Inorganic Pigments,Bandung WH,6391.86,462403430.9925,56041.94500000001,2,0,0,0,False,False
Matapel Tradindo Sample,2023-03-01,Colorants,Inorganic Pigments,Jakarta WH,6379.71,361755522.4197,56704.07,1,0,0,0,False,False
Matapel Tradindo Sample,2023-03-01,Colorants,Inorganic Pigments,Surabaya WH,2762.74,59479222.851799995,21529.07,1,0,0,0,False,False
Matapel Tradindo Sample,2023-03-01,Colorants,Organic Pigments,Bandung WH,7734.26,691988214.9652001,85104.82,2,0,0,0,False,False
Matapel Tradindo Sample,2023-03-01,Colorants,Organic Pigments,Surabaya WH,7263.7699999999995,422970073.1336,66108.995,2,0,0,0,False,False
Matapel Tradindo Sample,2023-03-01,Solvents,Solvents,Bandung WH,2613.0,143989129.83,55104.91,1,0,0,0,False,False
Matapel Tradindo Sample,2023-03-01,Solvents,Solvents,Jakarta WH,2936.84,93084289.1676,31695.39,1,0,0,0,False,False
Matapel Tradindo Sample,2023-03-01,Solvents,Solvents,Surabaya WH,5765.9,249799012.8642,43531.229999999996,2,0,0,0,False,False
Matapel Tradindo Sample,2023-04-01,Specialty Chemicals,Additives,Bandung WH,7348.950000000001,304104005.0001,52177.43,3,0,0,0,False,False
Matapel Tradindo Sample,2023-04-01,Specialty Chemicals,Additives,Surabaya WH,3717.57,108028606.40010001,29058.93,1,0,0,0,False,False
Matapel Tradindo Sample,2023-04-01,Binders,Industrial Resins,Bandung WH,7802.15,507670186.1448,63492.275,2,0,0,0,False,False
Matapel Tradindo Sample,2023-04-01,Binders,Industrial Resins,Jakarta WH,1619.87,118591363.0454,73210.42,1,0,0,0,False,False
Matapel Tradindo Sample,2023-04-01,Binders,Industrial Resins,Surabaya WH,-50.0,-3865039.4999999995,77300.79,1,1,0,1,False,False
Matapel Tradindo Sample,2023-04-01,Colorants,Inorganic Pigments,Jakarta WH,8715.17,454689179.4525,44954.04,2,0,0,0,False,False
Matapel Tradindo Sample,2023-04-01,Colorants,Inorganic Pigments,Surabaya WH,9174.619999999999,579577542.8464,50404.235,2,0,0,0,False,False
Matapel Tradindo Sample,2023-04-01,Colorants,Organic Pigments,Jakarta WH,1477.79,128279383.6152,86804.88,1,0,0,0,False,False
Matapel Tradindo Sample,2023-04-01,Colorants,Organic Pigments,Surabaya WH,12432.470000000001,917303863.2449,72915.62333333334,3,0,0,0,True,False
Matapel Tradindo Sample,2023-04-01,Solvents,Solvents,Bandung WH,6191.07,268810836.46790004,44104.056666666664,3,0,0,0,False,False
Matapel Tradindo Sample,2023-04-01,Solvents,Solvents,Jakarta WH,4591.27,194315585.6068,42322.84,1,0,0,0,False,False
Matapel Tradindo Sample,2023-05-01,Specialty Chemicals,Additives,Bandung WH,3945.29,114105401.2097,28921.93,1,0,0,0,False,False
Matapel Tradindo Sample,2023-05-01,Specialty Chemicals,Additives,Jakarta WH,5759.52,216825679.42799997,43848.369999999995,2,0,0,0,False,False
Matapel Tradindo Sample,2023-05-01,Specialty Chemicals,Additives,Surabaya WH,38.88,2747715.3072,70671.69,1,0,0,0,False,False
Matapel Tradindo Sample,2023-05-01,Binders,Industrial Resins,Jakarta WH,7821.960000000001,652130024.4227,79872.49666666666,3,0,0,0,False,False
Matapel Tradindo Sample,2023-05-01,Binders,Industrial Resins,Surabaya WH,2559.57,79705726.4796,31140.28,1,0,0,0,False,False
Matapel Tradindo Sample,2023-05-01,Colorants,Inorganic Pigments,Bandung WH,11925.48,523047935.7738,36585.62,3,0,0,0,False,False
Matapel Tradindo Sample,2023-05-01,Colorants,Inorganic Pigments,Surabaya WH,6820.71,515635444.935,75598.5,1,0,0,0,False,False
Matapel Tradindo Sample,2023-05-01,Colorants,Organic Pigments,Bandung WH,3041.96,244527561.46279997,83174.38,2,0,0,0,False,False
Matapel Tradindo Sample,2023-05-01,Colorants,Organic Pigments,Jakarta WH,5628.52,537174185.1932001,95437.91,1,0,0,0,False,False
Matapel Tradindo Sample,2023-05-01,Colorants,Organic Pigments,Surabaya WH,4303.5,188196573.675,43731.05,1,0,0,0,False,False
Matapel Tradindo Sample,2023-05-01,Solvents,Solvents,Bandung WH,1788.1,56878388.14,31809.4,1,0,0,0,False,False
Matapel Tradindo Sample,2023-05-01,Solvents,Solvents,Jakarta WH,4477.59,197529867.9198,44115.22,1,0,0,0,False,False
Matapel Tradindo Sample,2023-05-01,Solvents,Solvents,Surabaya WH,5385.6,274901672.9848,50872.494999999995,2,0,0,0,False,False
Matapel Tradindo Sample,2023-06-01,Specialty Chemicals,Additives,Jakarta WH,5593.37,213595700.0869,51898.45333333334,3,1,0,1,False,False
Matapel Tradindo Sample,2023-06-01,Specialty Chemicals,Additives,Surabaya WH,4246.75,145731600.4025,34316.03,1,0,0,0,False,False
Matapel Tradindo Sample,2023-06-01,Binders,Industrial Resins,Bandung WH,2257.67,178096659.17720002,78885.16,1,0,0,0,False,False
Matapel Tradindo Sample,2023-06-01,Binders,Industrial Resins,Jakarta WH,6565.35,325135965.54760003,50854.75,2,0,0,0,False,False
Matapel Tradindo Sample,2023-06-01,Binders,Industrial Resins,Surabaya WH,4917.62,472681585.2238,96119.99,1,0,0,0,False,False
Matapel Tradindo Sample,2023-06-01,Colorants,Inorganic Pigments,Bandung WH,10099.49,437304353.5696,35725.73333333333,3,0,0,0,False,False
Matapel Tradindo Sample,2023-06-01,Colorants,Inorganic Pigments,Surabaya WH,5911.19,482962725.0247,81703.13,1,0,0,0,False,False
Matapel Tradindo Sample,2023-06-01,Colorants,Organic Pigments,Bandung WH,1913.43,169752812.595,88716.5,1,0,0,0,False,False
Matapel Tradindo Sample,2023-06-01,Colorants,Organic Pigments,Surabaya WH,10618.04,777208136.7641,72607.03666666667,3,0,0,0,True,False
Matapel Tradindo Sample,2023-06-01,Solvents,Solvents,Bandung WH,8869.71,442232191.7313,50767.14,2,0,0,0,False,False
Matapel Tradindo Sample,2023-06-01,Solvents,Solvents,Jakarta WH,4254.33,185029787.2023,41634.675,2,0,0,0,False,False
Matapel Tradindo Sample,2023-07-01,Specialty Chemicals,Additives,Bandung WH,-50.0,-2683784.5,53675.69,1,1,0,1,False,False
Matapel Tradindo Sample,2023-07-01,Specialty Chemicals,Additives,Surabaya WH,6770.25,238946829.63420004,44701.386666666665,3,0,0,0,False,False
Matapel Tradindo Sample,2023-07-01,Binders,Industrial Resins,Bandung WH,6067.43,320627014.2822,52031.535,2,0,0,0,False,False
Matapel Tradindo Sample,2023-07-01,Binders,Industrial Resins,Jakarta WH,3361.45,247515093.27349997,73633.43,1,0,0,0,False,False
Matapel Tradindo Sample,2023-07-01,Binders,Industrial Resins,Surabaya WH,5798.2,516982935.212,89162.66,1,0,0,0,False,False
Matapel Tradindo Sample,2023-07-01,Colorants,Inorganic Pigments,Jakarta WH,5506.9400000000005,403499628.7086,55836.189999999995,2,0,0,0,False,False
Matapel Tradindo Sample,2023-07-01,Colorants,Inorganic Pigments,Surabaya WH,8782.560000000001,398081358.7294,36477.935,2,0,0,0,False,False
Matapel Tradindo Sample,2023-07-01,Colorants,Organic Pigments,Bandung WH,6609.780000000001,612606632.6166,91678.73000000001,2,0,0,0,False,False
Matapel Tradindo Sample,2023-07-01,Colorants,Organic Pigments,Surabaya WH,6562.92,336519849.8292,58474.04,2,0,0,0,False,False
Matapel Tradindo Sample,2023-07-01,Solvents,Solvents,Bandung WH,6763.4,338647627.8132,49963.740000000005,2,0,0,0,False,False
Matapel Tradindo Sample,2023-07-01,Solvents,Solvents,Jakarta WH,4022.39,175798675.6217,43705.03,1,0,0,0,False,False
Matapel Tradindo Sample,2023-07-01,Solvents,Solvents,Surabaya WH,1788.24,59556707.316,33304.65,1,0,0,0,False,False
Matapel Tradindo Sample,2023-08-01,Specialty Chemicals,Additives,Jakarta WH,2206.83,80233480.1478,53698.9,2,1,0,1,False,False
Matapel Tradindo Sample,2023-08-01,Specialty Chemicals,Additives,Surabaya WH,2213.6,58735973.199999996,41783.3,2,1,0,1,False,False
Matapel Tradindo Sample,2023-08-01,Binders,Industrial Resins,Bandung WH,2265.43,173163873.58789998,76437.53,1,0,0,0,False,False
Matapel Tradindo Sample,2023-08-01,Binders,Industrial Resins,Jakarta WH,3587.52,243811231.4688,67960.94,1,0,0,0,False,False
Matapel Tradindo Sample,2023-08-01,Binders,Industrial Resins,Surabaya WH,7887.59,532517267.17579997,60418.66,2,0,0,0,False,False
Matapel Tradindo Sample,2023-08-01,Colorants,Inorganic Pigments,Bandung WH,6225.92,404076431.6862,43609.753333333334,3,1,0,1,False,False
Matapel Tradindo Sample,2023-08-01,Colorants,Inorganic Pigments,Jakarta WH,6309.85,328545371.20250005,52068.65,1,0,0,0,False,False
Matapel Tradindo Sample,2023-08-01,Colorants,Organic Pigments,Bandung WH,6560.45,395728721.4745,62808.585,2,0,0,0,False,False
Matapel Tradindo Sample,2023-08-01,Colorants,Organic Pigments,Jakarta WH,6801.52,635024787.2364,92365.09,2,0,0,0,False,False
Matapel Tradindo Sample,2023-08-01,Solvents,Solvents,Bandung WH,2906.72,134481871.512,46265.85,1,0,0,0,False,False
Matapel Tradindo Sample,2023-08-01,Solvents,Solvents,Jakarta WH,1526.72,52418129.6704,34333.82,1,0,0,0,False,False
Matapel Tradindo Sample,2023-08-01,Solvents,Solvents,Surabaya WH,9017.11,437942042.825,48403.335,2,0,0,0,False,False
Matapel Tradindo Sample,2023-09-01,Specialty Chemicals,Additives,Bandung WH,3299.37,94274482.7076,28573.48,1,0,0,0,False,False
Matapel Tradindo Sample,2023-09-01,Specialty Chemicals,Additives,Surabaya WH,1669.44,54202503.5332,54011.53333333333,3,2,0,2,False,False
Matapel Tradindo Sample,2023-09-01,Binders,Industrial Resins,Bandung WH,7659.459999999999,628044470.0126,80431.465,2,0,0,0,False,False
Matapel Tradindo Sample,2023-09-01,Binders,Industrial Resins,Jakarta WH,2251.32,176893416.624,78573.2,1,0,0,0,False,False
Matapel Tradindo Sample,2023-09-01,Binders,Industrial Resins,Surabaya WH,2539.71,79461608.3757,31287.67,1,0,0,0,False,False
Matapel Tradindo Sample,2023-09-01,Colorants,Inorganic Pigments,Surabaya WH,13335.82,784497422.5951,47423.740000000005,4,1,0,1,True,False
Matapel Tradindo Sample,2023-09-01,Colorants,Organic Pigments,Bandung WH,3250.64,297748709.548,91596.95,1,0,0,0,False,False
Matapel Tradindo Sample,2023-09-01,Colorants,Organic Pigments,Jakarta WH,10213.9,721474213.6557,70103.51333333332,3,0,0,0,True,False
Matapel Tradindo Sample,2023-09-01,Solvents,Solvents,Bandung WH,2392.31,75628574.492,31613.2,1,0,0,0,False,False
Matapel Tradindo Sample,2023-09-01,Solvents,Solvents,Jakarta WH,3711.83,158768702.871,42773.7,1,0,0,0,False,False
Matapel Tradindo Sample,2023-09-01,Solvents,Solvents,Surabaya WH,6664.62,359824300.539,51628.65,2,0,0,0,False,False
Matapel Tradindo Sample,2023-10-01,Specialty Chemicals,Additives,Bandung WH,4430.15,118521653.78649999,49245.26,2,1,0,1,False,False
Matapel Tradindo Sample,2023-10-01,Specialty Chemicals,Additives,Jakarta WH,2018.3000000000002,69378447.80700001,46355.685,2,1,0,1,False,False
Matapel Tradindo Sample,2023-10-01,Binders,Industrial Resins,Bandung WH,3995.98,289126775.27180004,72354.41,1,0,0,0,False,False
Matapel Tradindo Sample,2023-10-01,Binders,Industrial Resins,Jakarta WH,6164.47,479066121.001,63753.2,2,0,0,0,False,False
Matapel Tradindo Sample,2023-10-01,Binders,Industrial Resins,Surabaya WH,2397.44,181606032.0512,75749.98,1,0,0,0,False,False
Matapel Tradindo Sample,2023-10-01,Colorants,Inorganic Pigments,Bandung WH,5969.88,430923963.1844001,51920.125,2,0,0,0,False,False
Matapel Tradindo Sample,2023-10-01,Colorants,Inorganic Pigments,Jakarta WH,-50.0,-1697124.0000000002,33942.48,1,1,0,1,False,False
Matapel Tradindo Sample,2023-10-01,Colorants,Inorganic Pigments,Surabaya WH,4877.63,256409838.9839,52568.53,1,0,0,0,False,False
Matapel Tradindo Sample,2023-10-01,Colorants,Organic Pigments,Bandung WH,2717.59,252800005.12400004,93023.6,1,0,0,0,False,False
Matapel Tradindo Sample,2023-10-01,Colorants,Organic Pigments,Jakarta WH,4943.95,432843860.7295,87550.21,1,0,0,0,False,False
Matapel Tradindo Sample,2023-10-01,Colorants,Organic Pigments,Surabaya WH,6430.49,391146882.4216,61985.015,2,0,0,0,False,False
Matapel Tradindo Sample,2023-10-01,Solvents,Solvents,Bandung WH,2128.59,103852628.94600001,48789.4,1,0,0,0,False,False
Matapel Tradindo Sample,2023-10-01,Solvents,Solvents,Jakarta WH,3965.77,216090682.8992,54488.96,1,0,0,0,False,False
Matapel Tradindo Sample,2023-10-01,Solvents,Solvents,Surabaya WH,7322.38,280193843.6265,37506.045,2,0,0,0,False,False
Matapel Tradindo Sample,2023-11-01,Specialty Chemicals,Additives,Bandung WH,1830.11,68484216.89019999,37420.82,1,0,0,0,False,False
Matapel Tradindo Sample,2023-11-01,Specialty Chemicals,Additives,Jakarta WH,5658.6,172114563.6132,49374.515,2,0,0,0,False,False
Matapel Tradindo Sample,2023-11-01,Specialty Chemicals,Additives,Surabaya WH,486.07,26116210.5724,53729.32,1,0,0,0,False,False
Matapel Tradindo Sample,2023-11-01,Binders,Industrial Resins,Bandung WH,2505.59,193033284.4695,77041.05,1,0,0,0,False,False
Matapel Tradindo Sample,2023-11-01,Binders,Industrial Resins,Jakarta WH,4918.96,285279712.87869996,48805.604999999996,2,0,0,0,False,False
Matapel Tradindo Sample,2023-11-01,Binders,Industrial Resins,Surabaya WH,4257.0,381878697.42,89706.06,1,0,0,0,False,False
Matapel Tradindo Sample,2023-11-01,Colorants,Inorganic Pigments,Bandung WH,5004.99,286104197.3121,57163.79,1,0,0,0,False,False
Matapel Tradindo Sample,2023-11-01,Colorants,Inorganic Pigments,Jakarta WH,4866.26,380131549.595,78115.75,1,0,0,0,False,False
Matapel Tradindo Sample,2023-11-01,Colorants,Inorganic Pigments,Surabaya WH,1721.53,35115915.865,27459.805,2,1,0,1,False,False
Matapel Tradindo Sample,2023-11-01,Colorants,Organic Pigments,Bandung WH,9404.1,605308921.5015,64908.105,2,0,0,0,False,False
Matapel Tradindo Sample,2023-11-01,Colorants,Organic Pigments,Jakarta WH,3074.64,234624025.85519996,76309.43,1,0,0,0,False,False
Matapel Tradindo Sample,2023-11-01,Colorants,Organic Pigments,Surabaya WH,3151.35,308368200.68549997,97852.73,1,0,0,0,False,False
Matapel Tradindo Sample,2023-11-01,Solvents,Solvents,Bandung WH,3196.87,154347409.1273,48280.79,1,0,0,0,False,False
Matapel Tradindo Sample,2023-11-01,Solvents,Solvents,Jakarta WH,7796.8099999999995,292317180.3372,37599.884999999995,2,0,0,0,False,False
Matapel Tradindo Sample,2023-11-01,Solvents,Solvents,Surabaya WH,5112.19,268779677.24369997,52576.23,1,0,0,0,False,False
Matapel Tradindo Sample,2023-12-01,Specialty Chemicals,Additives,Bandung WH,5702.85,154649144.9295,27117.87,1,0,0,0,False,False
Matapel Tradindo Sample,2023-12-01,Specialty Chemicals,Additives,Jakarta WH,1852.31,65731887.676400006,35486.44,1,0,0,0,False,False
Matapel Tradindo Sample,2023-12-01,Specialty Chemicals,Additives,Surabaya WH,-57.980000000000004,-3922815.7808,61948.354999999996,2,2,0,2,False,False
Matapel Tradindo Sample,2023-12-01,Binders,Industrial Resins,Jakarta WH,2507.47,192016987.51059997,76577.98,1,0,0,0,False,False
Matapel Tradindo Sample,2023-12-01,Binders,Industrial Resins,Surabaya WH,10776.220000000001,867682435.1466999,65201.329999999994,3,0,0,0,True,False
Matapel Tradindo Sample,2023-12-01,Colorants,Inorganic Pigments,Bandung WH,10687.61,653024746.3804001,51005.68333333333,3,0,0,0,False,False
Matapel Tradindo Sample,2023-12-01,Colorants,Inorganic Pigments,Jakarta WH,804.34,26457718.658,32893.7,1,0,0,0,False,False
Matapel Tradindo Sample,2023-12-01,Colorants,Organic Pigments,Bandung WH,8445.61,535844215.968,68120.17,2,0,0,0,False,False
Matapel Tradindo Sample,2023-12-01,Colorants,Organic Pigments,Jakarta WH,3965.41,300327424.43389994,75736.79,1,0,0,0,False,False
Matapel Tradindo Sample,2023-12-01,Colorants,Organic Pigments,Surabaya WH,3651.58,322275012.9856,88256.32,1,0,0,0,False,False
Matapel Tradindo Sample,2023-12-01,Solvents,Solvents,Bandung WH,6772.75,346369628.8723,49692.34,2,0,0,0,False,False
Matapel Tradindo Sample,2023-12-01,Solvents,Solvents,Surabaya WH,8333.310000000001,296305532.4297,36825.875,2,0,0,0,False,False
Matapel Tradindo Sample,2024-01-01,Specialty Chemicals,Additives,Bandung WH,6654.87,181076065.9033,41397.0,2,1,0,1,False,False
