company,po_number,doc_date,expected_deliv_date,actual_deliv_date,card_name,itms_grp_nam,item_category,parent_code,parent_name,item_code,item_name,quantity,doc_currency,doc_price,doc_rate,exc_rate,price_usd,product_family,product_line,month,purchase_lead_time_days,delivery_delay_days,has_actual_delivery_date,is_late_delivery
Matapel Chemicals Sample,100198,2025-05-10,2025-05-28,2025-05-30,Supplier 001,Solvents,Solvents,SOL-001,Solvents,SOL-001-03,Solvents Grade 3,1984.87,USD,2.9598,15500,15500,2.9598,Solvents,Solvents,2025-05-01,20,2,True,True
Matapel Chemicals Sample,100199,2025-07-12,2025-08-12,2025-08-07,Supplier 007,Solvents,Solvents,SOL-001,Solvents,SOL-001-03,Solvents Grade 3,2840.74,USD,3.2451,15500,15500,3.2451,Solvents,Solvents,2025-07-01,26,-5,True,False
Matapel Chemicals Sample,100200,2023-01-06,2023-02-06,2023-02-04,Supplier 004,Solvents,Solvents,SOL-001,Solvents,SOL-001-04,Solvents Grade 4,2350.89,USD,2.0137,15500,15500,2.0137,Solvents,Solvents,2023-01-01,29,-2,True,False
Matapel Chemicals Sample,100201,2023-03-09,2023-04-01,2023-04-09,Supplier 003,Solvents,Solvents,SOL-001,Solvents,SOL-001-04,Solvents Grade 4,2970.33,USD,2.1004,15500,15500,2.1004,Solvents,Solvents,2023-03-01,31,8,True,True
Matapel Chemicals Sample,100202,2023-05-07,2023-06-06,2023-06-03,Supplier 013,Solvents,Solvents,SOL-001,Solvents,SOL-001-04,Solvents Grade 4,2991.58,USD,1.9981,15500,15500,1.9981,Solvents,Solvents,2023-05-01,27,-3,True,False
Matapel Chemicals Sample,100203,2023-07-02,2023-07-19,2023-07-24,Supplier 014,Solvents,Solvents,SOL-001,Solvents,SOL-001-04,Solvents Grade 4,2663.2,USD,1.9625,15500,15500,1.9625,Solvents,Solvents,2023-07-01,22,5,True,True
Matapel Chemicals Sample,100204,2023-11-11,2023-12-01,2023-12-07,Supplier 008,Solvents,Solvents,SOL-001,Solvents,SOL-001-04,Solvents Grade 4,845.82,USD,1.8996,15500,15500,1.8996,Solvents,Solvents,2023-11-01,26,6,True,True
Matapel Chemicals Sample,100205,2024-01-05,2024-01-22,2024-01-26,Supplier 013,Solvents,Solvents,SOL-001,Solvents,SOL-001-04,Solvents Grade 4,3205.76,USD,2.0213,15500,15500,2.0213,Solvents,Solvents,2024-01-01,21,4,True,True
Matapel Chemicals Sample,100206,2024-03-09,2024-03-24,2024-04-03,Supplier 011,Solvents,Solvents,SOL-001,Solvents,SOL-001-04,Solvents Grade 4,2173.51,USD,1.9693,15500,15500,1.9693,Solvents,Solvents,2024-03-01,25,10,True,True
Matapel Chemicals Sample,100207,2024-07-06,2024-08-08,2024-08-12,Supplier 013,Solvents,Solvents,SOL-001,Solvents,SOL-001-04,Solvents Grade 4,1631.78,USD,2.2202,15500,15500,2.2202,Solvents,Solvents,2024-07-01,37,4,True,True
Matapel Chemicals Sample,100208,2024-11-06,2024-12-05,2024-12-06,Supplier 011,Solvents,Solvents,SOL-001,Solvents,SOL-001-04,Solvents Grade 4,3630.82,USD,2.0327,15500,15500,2.0327,Solvents,Solvents,2024-11-01,30,1,True,True
Matapel Chemicals Sample,100209,2025-01-01,2025-01-27,2025-01-27,Supplier 002,Solvents,Solvents,SOL-001,Solvents,SOL-001-04,Solvents Grade 4,2447.48,USD,1.9167,15500,15500,1.9167,Solvents,Solvents,2025-01-01,26,0,True,False
Matapel Chemicals Sample,100210,2025-05-05,2025-06-07,2025-06-13,Supplier 015,Solvents,Solvents,SOL-001,Solvents,SOL-001-04,Solvents Grade 4,2579.74,USD,2.1301,15500,15500,2.1301,Solvents,Solvents,2025-05-01,39,6,True,True
Matapel Chemicals Sample,100211,2025-09-12,2025-10-10,2025-10-11,Supplier 007,Solvents,Solvents,SOL-001,Solvents,SOL-001-04,Solvents Grade 4,1533.38,USD,2.0479,15500,15500,2.0479,Solvents,Solvents,2025-09-01,29,1,True,True
Matapel Chemicals Sample,100212,2025-11-09,2025-11-25,2025-11-26,Supplier 015,Solvents,Solvents,SOL-001,Solvents,SOL-001-04,Solvents Grade 4,3087.61,USD,1.8893,15500,15500,1.8893,Solvents,Solvents,2025-11-01,17,1,True,True
Matapel Chemicals Sample,100213,2023-01-02,2023-02-03,2023-01-28,Supplier 008,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-01,Additives Grade 1,3104.22,USD,3.2343,15500,15500,3.2343,Specialty Chemicals,Additives,2023-01-01,26,-6,True,False
Matapel Chemicals Sample,100214,2023-05-11,2023-05-25,2023-06-01,Supplier 009,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-01,Additives Grade 1,1949.75,USD,3.3316,15500,15500,3.3316,Specialty Chemicals,Additives,2023-05-01,21,7,True,True
Matapel Chemicals Sample,100215,2023-09-04,2023-10-05,2023-10-11,Supplier 014,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-01,Additives Grade 1,2863.44,USD,3.671,15500,15500,3.671,Specialty Chemicals,Additives,2023-09-01,37,6,True,True
Matapel Chemicals Sample,100216,2023-11-05,2023-11-23,2023-11-24,Supplier 008,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-01,Additives Grade 1,2305.0,USD,3.2259,15500,15500,3.2259,Specialty Chemicals,Additives,2023-11-01,19,1,True,True
Matapel Chemicals Sample,100217,2024-01-09,2024-01-27,2024-01-31,Supplier 013,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-01,Additives Grade 1,1685.11,USD,3.6341,15500,15500,3.6341,Specialty Chemicals,Additives,2024-01-01,22,4,True,True
Matapel Chemicals Sample,100218,2024-03-03,2024-03-27,2024-03-23,Supplier 008,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-01,Additives Grade 1,3065.11,USD,3.8263,15500,15500,3.8263,Specialty Chemicals,Additives,2024-03-01,20,-4,True,False
Matapel Chemicals Sample,100219,2024-07-05,2024-07-30,2024-07-28,Supplier 007,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-01,Additives Grade 1,2238.95,USD,3.6097,15500,15500,3.6097,Specialty Chemicals,Additives,2024-07-01,23,-2,True,False
Matapel Chemicals Sample,100220,2024-09-05,2024-10-02,2024-10-05,Supplier 008,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-01,Additives Grade 1,1209.13,USD,3.4073,15500,15500,3.4073,Specialty Chemicals,Additives,2024-09-01,30,3,True,True
Matapel Chemicals Sample,100221,2024-11-07,2024-11-30,2024-12-05,Supplier 001,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-01,Additives Grade 1,2660.04,USD,3.4839,15500,15500,3.4839,Specialty Chemicals,Additives,2024-11-01,28,5,True,True
Matapel Chemicals Sample,100222,2025-01-07,2025-02-05,2025-01-31,Supplier 012,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-01,Additives Grade 1,1673.38,USD,3.5271,15500,15500,3.5271,Specialty Chemicals,Additives,2025-01-01,24,-5,True,False
Matapel Chemicals Sample,100223,2025-03-12,2025-04-12,2025-04-12,Supplier 006,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-01,Additives Grade 1,1601.1,USD,3.7629,15500,15500,3.7629,Specialty Chemicals,Additives,2025-03-01,31,0,True,False
Matapel Chemicals Sample,100224,2025-05-08,2025-05-28,2025-05-23,Supplier 002,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-01,Additives Grade 1,2826.68,USD,3.7483,15500,15500,3.7483,Specialty Chemicals,Additives,2025-05-01,15,-5,True,False
Matapel Chemicals Sample,100225,2025-07-07,2025-08-03,2025-07-31,Supplier 009,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-01,Additives Grade 1,3921.06,USD,3.5569,15500,15500,3.5569,Specialty Chemicals,Additives,2025-07-01,24,-3,True,False
Matapel Chemicals Sample,100226,2023-01-08,2023-01-31,2023-02-02,Supplier 010,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-02,Additives Grade 2,2369.14,USD,1.3117,15500,15500,1.3117,Specialty Chemicals,Additives,2023-01-01,25,2,True,True
Matapel Chemicals Sample,100227,2023-03-09,2023-03-29,2023-03-26,Supplier 005,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-02,Additives Grade 2,2819.11,USD,1.4165,15500,15500,1.4165,Specialty Chemicals,Additives,2023-03-01,17,-3,True,False
Matapel Chemicals Sample,100228,2023-05-02,2023-06-05,2023-06-14,Supplier 015,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-02,Additives Grade 2,2649.28,USD,1.4426,15500,15500,1.4426,Specialty Chemicals,Additives,2023-05-01,43,9,True,True
Matapel Chemicals Sample,100229,2023-07-07,2023-08-03,2023-08-08,Supplier 009,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-02,Additives Grade 2,1907.39,USD,1.3673,15500,15500,1.3673,Specialty Chemicals,Additives,2023-07-01,32,5,True,True
Matapel Chemicals Sample,100230,2023-09-07,2023-09-21,2023-09-24,Supplier 008,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-02,Additives Grade 2,3569.87,USD,1.3182,15500,15500,1.3182,Specialty Chemicals,Additives,2023-09-01,17,3,True,True
Matapel Chemicals Sample,100231,2023-11-05,2023-11-23,2023-11-28,Supplier 009,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-02,Additives Grade 2,3404.75,USD,1.2785,15500,15500,1.2785,Specialty Chemicals,Additives,2023-11-01,23,5,True,True
Matapel Chemicals Sample,100232,2024-01-10,2024-01-31,2024-01-31,Supplier 012,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-02,Additives Grade 2,2356.11,USD,1.2272,15500,15500,1.2272,Specialty Chemicals,Additives,2024-01-01,21,0,True,False
Matapel Chemicals Sample,100233,2024-03-11,2024-04-02,2024-04-02,Supplier 006,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-02,Additives Grade 2,3752.63,USD,1.3368,15500,15500,1.3368,Specialty Chemicals,Additives,2024-03-01,22,0,True,False
Matapel Chemicals Sample,100234,2024-07-01,2024-07-31,2024-08-08,Supplier 003,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-02,Additives Grade 2,2021.16,USD,1.2783,15500,15500,1.2783,Specialty Chemicals,Additives,2024-07-01,38,8,True,True
Matapel Chemicals Sample,100235,2024-09-04,2024-09-24,2024-09-23,Supplier 004,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-02,Additives Grade 2,2506.69,USD,1.4393,15500,15500,1.4393,Specialty Chemicals,Additives,2024-09-01,19,-1,True,False
Matapel Chemicals Sample,100236,2024-11-02,2024-11-16,2024-11-04,Supplier 002,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-02,Additives Grade 2,4112.33,USD,1.4411,15500,15500,1.4411,Specialty Chemicals,Additives,2024-11-01,2,-12,True,False
Matapel Chemicals Sample,100237,2025-01-03,2025-01-31,2025-02-05,Supplier 010,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-02,Additives Grade 2,2324.96,USD,1.2212,15500,15500,1.2212,Specialty Chemicals,Additives,2025-01-01,33,5,True,True
Matapel Chemicals Sample,100238,2025-05-03,2025-06-01,2025-06-02,Supplier 002,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-02,Additives Grade 2,3433.24,USD,1.214,15500,15500,1.214,Specialty Chemicals,Additives,2025-05-01,30,1,True,True
Matapel Chemicals Sample,100239,2025-07-11,2025-08-09,2025-08-08,Supplier 009,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-02,Additives Grade 2,1043.08,USD,1.3687,15500,15500,1.3687,Specialty Chemicals,Additives,2025-07-01,28,-1,True,False
Matapel Chemicals Sample,100240,2025-09-09,2025-10-09,2025-10-16,Supplier 003,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-02,Additives Grade 2,1485.92,USD,1.2832,15500,15500,1.2832,Specialty Chemicals,Additives,2025-09-01,37,7,True,True
Matapel Chemicals Sample,100241,2025-11-03,2025-11-22,2025-11-24,Supplier 006,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-02,Additives Grade 2,1840.94,USD,1.4246,15500,15500,1.4246,Specialty Chemicals,Additives,2025-11-01,21,2,True,True
Matapel Chemicals Sample,100242,2023-01-08,2023-02-10,2023-02-13,Supplier 013,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-03,Additives Grade 3,1718.49,USD,4.7662,15500,15500,4.7662,Specialty Chemicals,Additives,2023-01-01,36,3,True,True
Matapel Chemicals Sample,100243,2023-05-02,2023-05-23,2023-05-23,Supplier 009,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-03,Additives Grade 3,2522.15,USD,5.0394,15500,15500,5.0394,Specialty Chemicals,Additives,2023-05-01,21,0,True,False
Matapel Chemicals Sample,100244,2023-07-06,2023-07-20,2023-07-23,Supplier 008,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-03,Additives Grade 3,3752.62,USD,4.7088,15500,15500,4.7088,Specialty Chemicals,Additives,2023-07-01,17,3,True,True
Matapel Chemicals Sample,100245,2023-09-08,2023-09-30,2023-10-04,Supplier 010,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-03,Additives Grade 3,2191.3,USD,4.3663,15500,15500,4.3663,Specialty Chemicals,Additives,2023-09-01,26,4,True,True
Matapel Chemicals Sample,100246,2024-01-06,2024-02-02,2024-02-07,Supplier 004,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-03,Additives Grade 3,2643.65,USD,4.9389,15500,15500,4.9389,Specialty Chemicals,Additives,2024-01-01,32,5,True,True
Matapel Chemicals Sample,100247,2024-03-10,2024-04-04,2024-04-10,Supplier 010,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-03,Additives Grade 3,1881.36,USD,4.9366,15500,15500,4.9366,Specialty Chemicals,Additives,2024-03-01,31,6,True,True
Matapel Chemicals Sample,100248,2024-05-09,2024-06-09,2024-06-12,Supplier 001,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-03,Additives Grade 3,2200.79,USD,4.6705,15500,15500,4.6705,Specialty Chemicals,Additives,2024-05-01,34,3,True,True
Matapel Chemicals Sample,100249,2024-09-06,2024-09-22,2024-10-01,Supplier 008,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-03,Additives Grade 3,2563.52,USD,4.6547,15500,15500,4.6547,Specialty Chemicals,Additives,2024-09-01,25,9,True,True
Matapel Chemicals Sample,100250,2025-01-12,2025-01-30,2025-01-31,Supplier 005,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-03,Additives Grade 3,1710.41,USD,4.5327,15500,15500,4.5327,Specialty Chemicals,Additives,2025-01-01,19,1,True,True
Matapel Chemicals Sample,100251,2025-03-11,2025-04-14,2025-04-20,Supplier 013,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-03,Additives Grade 3,1437.85,USD,4.4991,15500,15500,4.4991,Specialty Chemicals,Additives,2025-03-01,40,6,True,True
Matapel Chemicals Sample,100252,2025-05-06,2025-05-27,2025-06-02,Supplier 005,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-03,Additives Grade 3,2046.85,USD,4.3877,15500,15500,4.3877,Specialty Chemicals,Additives,2025-05-01,27,6,True,True
Matapel Chemicals Sample,100253,2025-07-03,2025-08-04,2025-08-10,Supplier 001,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-03,Additives Grade 3,2984.75,USD,5.1551,15500,15500,5.1551,Specialty Chemicals,Additives,2025-07-01,38,6,True,True
Matapel Chemicals Sample,100254,2025-09-10,2025-10-11,2025-10-22,Supplier 012,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-03,Additives Grade 3,2664.12,USD,4.8368,15500,15500,4.8368,Specialty Chemicals,Additives,2025-09-01,42,11,True,True
Matapel Chemicals Sample,100255,2023-01-10,2023-01-29,2023-02-01,Supplier 002,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-04,Additives Grade 4,3411.98,USD,3.8734,15500,15500,3.8734,Specialty Chemicals,Additives,2023-01-01,22,3,True,True
Matapel Chemicals Sample,100256,2023-03-10,2023-03-28,2023-04-11,Supplier 003,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-04,Additives Grade 4,2866.59,USD,3.603,15500,15500,3.603,Specialty Chemicals,Additives,2023-03-01,32,14,True,True
Matapel Chemicals Sample,100257,2023-05-05,2023-05-29,2023-06-04,Supplier 008,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-04,Additives Grade 4,2528.12,USD,3.5521,15500,15500,3.5521,Specialty Chemicals,Additives,2023-05-01,30,6,True,True
Matapel Chemicals Sample,100258,2023-07-02,2023-07-17,2023-07-18,Supplier 011,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-04,Additives Grade 4,2245.26,USD,3.6595,15500,15500,3.6595,Specialty Chemicals,Additives,2023-07-01,16,1,True,True
Matapel Chemicals Sample,100259,2023-09-04,2023-09-28,2023-09-19,Supplier 002,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-04,Additives Grade 4,2502.63,USD,3.874,15500,15500,3.874,Specialty Chemicals,Additives,2023-09-01,15,-9,True,False
Matapel Chemicals Sample,100260,2023-11-02,2023-11-18,2023-11-18,Supplier 004,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-04,Additives Grade 4,2457.45,USD,3.8559,15500,15500,3.8559,Specialty Chemicals,Additives,2023-11-01,16,0,True,False
Matapel Chemicals Sample,100261,2024-01-01,2024-01-31,2024-02-03,Supplier 011,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-04,Additives Grade 4,2580.27,USD,3.9794,15500,15500,3.9794,Specialty Chemicals,Additives,2024-01-01,33,3,True,True
Matapel Chemicals Sample,100262,2024-03-05,2024-04-04,2024-04-04,Supplier 013,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-04,Additives Grade 4,3258.28,USD,4.0225,15500,15500,4.0225,Specialty Chemicals,Additives,2024-03-01,30,0,True,False
Matapel Chemicals Sample,100263,2024-09-06,2024-09-23,2024-09-23,Supplier 013,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-04,Additives Grade 4,3254.04,USD,3.935,15500,15500,3.935,Specialty Chemicals,Additives,2024-09-01,17,0,True,False
Matapel Chemicals Sample,100264,2024-11-05,2024-11-21,2024-11-29,Supplier 012,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-04,Additives Grade 4,2140.29,USD,3.5798,15500,15500,3.5798,Specialty Chemicals,Additives,2024-11-01,24,8,True,True
Matapel Chemicals Sample,100265,2025-01-01,2025-01-29,2025-01-27,Supplier 007,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-04,Additives Grade 4,1647.96,USD,4.0744,15500,15500,4.0744,Specialty Chemicals,Additives,2025-01-01,26,-2,True,False
Matapel Chemicals Sample,100266,2025-03-02,2025-03-18,2025-03-29,Supplier 004,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-04,Additives Grade 4,3838.75,USD,3.9491,15500,15500,3.9491,Specialty Chemicals,Additives,2025-03-01,27,11,True,True
Matapel Chemicals Sample,100267,2025-05-03,2025-06-03,2025-06-08,Supplier 005,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-04,Additives Grade 4,1927.89,USD,3.9102,15500,15500,3.9102,Specialty Chemicals,Additives,2025-05-01,36,5,True,True
Matapel Chemicals Sample,100268,2025-07-02,2025-07-19,2025-07-19,Supplier 003,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-04,Additives Grade 4,2517.93,USD,3.6715,15500,15500,3.6715,Specialty Chemicals,Additives,2025-07-01,17,0,True,False
Matapel Chemicals Sample,100269,2025-09-04,2025-10-07,2025-10-08,Supplier 006,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-04,Additives Grade 4,3429.53,USD,4.2079,15500,15500,4.2079,Specialty Chemicals,Additives,2025-09-01,34,1,True,True
Matapel Chemicals Sample,100270,2025-11-04,2025-11-29,2025-11-28,Supplier 012,Additives,Specialty Chemicals,ADD-001,Additives,ADD-001-04,Additives Grade 4,2203.4,USD,3.7896,15500,15500,3.7896,Specialty Chemicals,Additives,2025-11-01,24,-1,True,False
Matapel Tradindo Sample,100271,2023-01-08,2023-02-09,2023-02-17,Supplier 009,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-01,Organic Pigments Grade 1,3547.25,USD,4.1812,15500,15500,4.1812,Colorants,Organic Pigments,2023-01-01,40,8,True,True
Matapel Tradindo Sample,100272,2023-03-02,2023-04-02,2023-04-12,Supplier 006,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-01,Organic Pigments Grade 1,2644.8,USD,4.6168,15500,15500,4.6168,Colorants,Organic Pigments,2023-03-01,41,10,True,True
Matapel Tradindo Sample,100273,2023-09-04,2023-10-04,2023-10-02,Supplier 003,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-01,Organic Pigments Grade 1,3204.25,USD,4.5067,15500,15500,4.5067,Colorants,Organic Pigments,2023-09-01,28,-2,True,False
Matapel Tradindo Sample,100274,2024-01-02,2024-01-24,2024-01-24,Supplier 009,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-01,Organic Pigments Grade 1,2419.9,USD,4.7946,15500,15500,4.7946,Colorants,Organic Pigments,2024-01-01,22,0,True,False
Matapel Tradindo Sample,100275,2024-03-12,2024-04-12,2024-04-05,Supplier 008,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-01,Organic Pigments Grade 1,3008.43,USD,4.4132,15500,15500,4.4132,Colorants,Organic Pigments,2024-03-01,24,-7,True,False
Matapel Tradindo Sample,100276,2024-05-08,2024-05-25,2024-05-26,Supplier 014,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-01,Organic Pigments Grade 1,2307.6,USD,4.0582,15500,15500,4.0582,Colorants,Organic Pigments,2024-05-01,18,1,True,True
Matapel Tradindo Sample,100277,2024-09-02,2024-10-01,2024-10-09,Supplier 004,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-01,Organic Pigments Grade 1,2405.15,USD,4.0598,15500,15500,4.0598,Colorants,Organic Pigments,2024-09-01,37,8,True,True
Matapel Tradindo Sample,100278,2024-11-08,2024-12-03,2024-12-09,Supplier 001,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-01,Organic Pigments Grade 1,3617.34,USD,4.6332,15500,15500,4.6332,Colorants,Organic Pigments,2024-11-01,31,6,True,True
Matapel Tradindo Sample,100279,2025-03-12,2025-04-01,2025-03-29,Supplier 011,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-01,Organic Pigments Grade 1,2261.62,USD,4.7511,15500,15500,4.7511,Colorants,Organic Pigments,2025-03-01,17,-3,True,False
Matapel Tradindo Sample,100280,2025-05-03,2025-05-18,2025-05-12,Supplier 013,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-01,Organic Pigments Grade 1,1389.29,USD,4.3309,15500,15500,4.3309,Colorants,Organic Pigments,2025-05-01,9,-6,True,False
Matapel Tradindo Sample,100281,2025-07-12,2025-07-31,2025-08-05,Supplier 005,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-01,Organic Pigments Grade 1,2117.9,USD,4.7243,15500,15500,4.7243,Colorants,Organic Pigments,2025-07-01,24,5,True,True
Matapel Tradindo Sample,100282,2025-09-01,2025-09-29,2025-09-28,Supplier 007,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-01,Organic Pigments Grade 1,3635.96,USD,4.7994,15500,15500,4.7994,Colorants,Organic Pigments,2025-09-01,27,-1,True,False
Matapel Tradindo Sample,100283,2025-11-01,2025-11-17,2025-11-24,Supplier 005,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-01,Organic Pigments Grade 1,3061.84,USD,4.796,15500,15500,4.796,Colorants,Organic Pigments,2025-11-01,23,7,True,True
Matapel Tradindo Sample,100284,2023-07-12,2023-08-13,2023-08-10,Supplier 012,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-02,Organic Pigments Grade 2,3132.34,USD,2.7346,15500,15500,2.7346,Colorants,Organic Pigments,2023-07-01,29,-3,True,False
Matapel Tradindo Sample,100285,2023-09-06,2023-09-26,2023-09-21,Supplier 010,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-02,Organic Pigments Grade 2,1875.21,USD,2.5705,15500,15500,2.5705,Colorants,Organic Pigments,2023-09-01,15,-5,True,False
Matapel Tradindo Sample,100286,2024-01-08,2024-01-27,2024-01-25,Supplier 011,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-02,Organic Pigments Grade 2,3191.04,USD,2.4747,15500,15500,2.4747,Colorants,Organic Pigments,2024-01-01,17,-2,True,False
Matapel Tradindo Sample,100287,2024-03-06,2024-04-07,2024-04-09,Supplier 003,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-02,Organic Pigments Grade 2,3372.96,USD,2.4229,15500,15500,2.4229,Colorants,Organic Pigments,2024-03-01,34,2,True,True
Matapel Tradindo Sample,100288,2024-05-12,2024-06-01,2024-06-01,Supplier 010,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-02,Organic Pigments Grade 2,3267.64,USD,2.6951,15500,15500,2.6951,Colorants,Organic Pigments,2024-05-01,20,0,True,False
Matapel Tradindo Sample,100289,2024-07-11,2024-08-14,2024-08-17,Supplier 001,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-02,Organic Pigments Grade 2,2609.26,USD,2.8089,15500,15500,2.8089,Colorants,Organic Pigments,2024-07-01,37,3,True,True
Matapel Tradindo Sample,100290,2024-09-06,2024-09-22,2024-10-04,Supplier 013,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-02,Organic Pigments Grade 2,1409.48,USD,2.6968,15500,15500,2.6968,Colorants,Organic Pigments,2024-09-01,28,12,True,True
Matapel Tradindo Sample,100291,2025-03-10,2025-03-26,2025-04-03,Supplier 001,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-02,Organic Pigments Grade 2,2865.34,USD,2.4115,15500,15500,2.4115,Colorants,Organic Pigments,2025-03-01,24,8,True,True
Matapel Tradindo Sample,100292,2025-05-04,2025-05-21,2025-05-19,Supplier 013,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-02,Organic Pigments Grade 2,2289.3,USD,2.729,15500,15500,2.729,Colorants,Organic Pigments,2025-05-01,15,-2,True,False
Matapel Tradindo Sample,100293,2025-07-06,2025-07-30,2025-08-11,Supplier 006,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-02,Organic Pigments Grade 2,2140.75,USD,2.7522,15500,15500,2.7522,Colorants,Organic Pigments,2025-07-01,36,12,True,True
Matapel Tradindo Sample,100294,2025-09-05,2025-09-28,2025-09-29,Supplier 006,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-02,Organic Pigments Grade 2,3109.17,USD,2.5315,15500,15500,2.5315,Colorants,Organic Pigments,2025-09-01,24,1,True,True
Matapel Tradindo Sample,100295,2023-05-09,2023-06-04,2023-05-31,Supplier 008,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-03,Organic Pigments Grade 3,1179.85,USD,5.16,15500,15500,5.16,Colorants,Organic Pigments,2023-05-01,22,-4,True,False
Matapel Tradindo Sample,100296,2023-07-02,2023-07-16,2023-07-22,Supplier 014,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-03,Organic Pigments Grade 3,3536.37,USD,5.7951,15500,15500,5.7951,Colorants,Organic Pigments,2023-07-01,20,6,True,True
Matapel Tradindo Sample,100297,2023-09-12,2023-10-13,2023-10-17,Supplier 005,Pigments,Colorants,PIG-001,Organic Pigments,PIG-001-03,Organic Pigments Grade 3,1548.4,USD,5.6606,15500,15500,5.6606,Colorants,Organic Pigments,2023-09-01,35,4,True,True
